event_id,n_documents,n_filings,n_amendment_filings,n_initial_filings,has_amendment,forms,form_families,primary_form_family,entity_names,primary_entity,ciks,primary_cik,tickers,first_file_date,last_file_date,event_span_days,n_exhibits,n_primary_docs,forms_list,has_to_t,has_to_i,has_14d9,has_file_num,mvp_event_type_provisional,in_mvp_core,in_mvp_preferred,in_mvp_stretch,amendment_eval_band
005-89574,4,4,4,0,True,['SC 14D9/A' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Audentes Therapeutics, Inc.']","Audentes Therapeutics, Inc.",['0001376684' '0001628738'],0001376684,[],2020-01-07,2020-01-15,8,0,4,"['SC 14D9/A', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-89596,19,6,3,3,True,['SC 14D9' 'SC TO-I' 'SC TO-I/A' 'SC TO-T' 'SC TO-T/A'],['issuer_tender' 'target_recommendation' 'third_party_tender'],mixed,"['Healthcare Trust, Inc.']","Healthcare Trust, Inc.",['0001561032' '0001726993'],0001561032,['HLTC' 'HTIA' 'HTIBP'],2020-01-09,2020-03-17,68,13,6,"['SC 14D9', 'SC TO-I', 'SC TO-I/A', 'SC TO-T', 'SC TO-T/A']",True,True,True,True,tender_offer,True,True,False,simple
005-89626,78,40,38,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['F-star Therapeutics, Inc.']","F-star Therapeutics, Inc.",['0001566373' '0001932556'],0001566373,[],2022-07-07,2023-03-09,245,38,40,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-89831,22,8,5,3,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Jounce Therapeutics, Inc.']","Jounce Therapeutics, Inc.",['0001640455' '0001972123'],0001640455,[],2023-03-27,2023-05-04,38,14,8,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-89857,28,10,8,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Talend S.A.'],Talend S.A.,['0001668105' '0001849479'],0001668105,[],2021-06-11,2021-08-10,60,18,10,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-89859,56,28,25,3,True,['SC 13E3' 'SC 13E3/A' 'SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['going_private' 'target_recommendation' 'third_party_tender'],mixed,['LINE Corp'],LINE Corp,['0001611820' '0001730798'],0001611820,[],2020-05-27,2021-02-19,268,28,28,"['SC 13E3', 'SC 13E3/A', 'SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-89876,20,8,5,3,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['At Home Group Inc.'],At Home Group Inc.,['0001646228' '0001697591' '0001868485'],0001646228,[],2021-06-21,2021-07-23,32,12,8,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-89877,27,13,11,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['GMS Inc.'],GMS Inc.,['0000354950' '0001600438'],0000354950,['GMS'],2025-07-14,2025-09-04,52,14,13,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-89905,31,9,5,4,True,['SC 14D9' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Benefit Street Partners Realty Trust, Inc.']","Benefit Street Partners Realty Trust, Inc.",['0001562528' '0001726993'],0001562528,['FBRT' 'FBRT-PE'],2020-10-23,2021-07-06,256,22,9,"['SC 14D9', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-89908,30,18,16,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Playa Hotels & Resorts N.V.'],Playa Hotels & Resorts N.V.,['0001468174' '0001692412'],0001468174,['PLYA'],2025-02-24,2025-06-17,113,12,18,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-89940,158,64,62,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Southwest Gas Holdings, Inc.']","Southwest Gas Holdings, Inc.",['0001692115' '0001889149'],0001692115,['SWX'],2021-10-27,2022-05-23,208,94,64,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90031,18,7,5,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Blue Apron Holdings, Inc.']","Blue Apron Holdings, Inc.",['0001701114' '0001995164'],0001701114,[],2023-10-13,2023-11-13,31,11,7,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-90033,11,4,2,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Mersana Therapeutics, Inc.']","Mersana Therapeutics, Inc.",['0001442836' '0001845337'],0001442836,['MRSN'],2025-12-05,2025-12-29,24,7,4,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-90051,37,19,16,3,True,['SC 13E3' 'SC 13E3/A' 'SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['going_private' 'target_recommendation' 'third_party_tender'],mixed,"['AKCEA THERAPEUTICS, INC.']","AKCEA THERAPEUTICS, INC.",['0000874015' '0001662524'],0000874015,[],2020-09-14,2020-10-13,29,18,19,"['SC 13E3', 'SC 13E3/A', 'SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90130,22,8,6,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Deciphera Pharmaceuticals, Inc.']","Deciphera Pharmaceuticals, Inc.",['0001654151' '0002020962'],0001654151,[],2024-05-13,2024-06-11,29,14,8,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90160,23,8,6,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['FORESCOUT TECHNOLOGIES, INC']","FORESCOUT TECHNOLOGIES, INC",['0001145057' '0001817892'],0001145057,[],2020-07-20,2020-08-17,28,15,8,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90193,24,12,10,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['scPharmaceuticals Inc.'],scPharmaceuticals Inc.,['0000899460' '0001604950'],0000899460,['SCPH'],2025-09-08,2025-10-07,29,12,12,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90214,22,7,5,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['G1 Therapeutics, Inc.']","G1 Therapeutics, Inc.",['0001560241' '0002032940'],0001560241,['GTHX'],2024-08-20,2024-09-18,29,15,7,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-90234,220,48,31,17,True,['SC 14D9' 'SC 14D9/A' 'SC TO-I' 'SC TO-I/A' 'SC TO-T' 'SC TO-T/A'],['issuer_tender' 'target_recommendation' 'third_party_tender'],mixed,"['Carlyle Credit Solutions, Inc.']","Carlyle Credit Solutions, Inc.",['0001702510' '0001918593'],0001702510,[],2022-04-05,2025-12-22,1357,172,48,"['SC 14D9', 'SC 14D9/A', 'SC TO-I', 'SC TO-I/A', 'SC TO-T', 'SC TO-T/A']",True,True,True,True,tender_offer,True,True,False,complex
005-90238,12,6,4,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Parking REIT, Inc.']","Parking REIT, Inc.",['0001642985' '0001879127'],0001642985,[],2021-10-05,2021-11-09,35,6,6,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-90261,47,15,10,5,True,['SC 14D9' 'SC TO-I' 'SC TO-I/A' 'SC TO-T' 'SC TO-T/A'],['issuer_tender' 'target_recommendation' 'third_party_tender'],mixed,"['American Strategic Investment Co.' 'New York City REIT, Inc.']",American Strategic Investment Co.,['0001595527' '0001907225'],0001595527,['NYC'],2020-12-28,2024-07-16,1296,32,15,"['SC 14D9', 'SC TO-I', 'SC TO-I/A', 'SC TO-T', 'SC TO-T/A']",True,True,True,True,tender_offer,True,True,False,complex
005-90381,45,19,13,6,True,['SC 13E3' 'SC 13E3/A' 'SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['going_private' 'target_recommendation' 'third_party_tender'],mixed,"['Banco Santander Mexico S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico']","Banco Santander Mexico S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico",['0000891478' '0001698287'],0000891478,[],2021-11-03,2023-11-16,743,26,19,"['SC 13E3', 'SC 13E3/A', 'SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90489,20,7,4,3,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Pluralsight, Inc.']","Pluralsight, Inc.",['0001107310' '0001725579' '0001849302'],0001107310,[],2021-03-09,2021-04-06,28,13,7,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-90536,18,7,4,3,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Landsea Homes Corp'],Landsea Homes Corp,['0001721386' '0001784683'],0001721386,['LSEA' 'LSEAW'],2025-05-13,2025-06-24,42,11,7,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-90545,23,9,7,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Provention Bio, Inc.']","Provention Bio, Inc.",['0001121404' '0001695357'],0001121404,[],2023-03-24,2023-04-27,34,14,9,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90546,40,15,11,4,True,['SC 13E3' 'SC 13E3/A' 'SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['going_private' 'target_recommendation' 'third_party_tender'],mixed,['Grindrod Shipping Holdings Ltd.'],Grindrod Shipping Holdings Ltd.,['0001725293' '0001899852'],0001725293,[],2022-10-28,2024-08-16,658,25,15,"['SC 13E3', 'SC 13E3/A', 'SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90547,13,7,5,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Translate Bio, Inc.']","Translate Bio, Inc.",['0001121404' '0001693415'],0001121404,[],2021-08-16,2021-09-14,29,6,7,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-90560,21,13,11,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Forty Seven, Inc.']","Forty Seven, Inc.",['0000882095' '0001667633'],0000882095,[],2020-03-10,2020-04-07,28,8,13,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90567,119,36,14,22,True,['SC 14D9' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['CNL Healthcare Properties, Inc.']","CNL Healthcare Properties, Inc.",['0001496454' '0001726993' '0001997952'],0001496454,['CHTH'],2020-08-03,2025-06-09,1771,83,36,"['SC 14D9', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90572,21,10,8,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['CONSTELLATION PHARMACEUTICALS INC'],CONSTELLATION PHARMACEUTICALS INC,['0001340243' '0001434418'],0001340243,[],2021-06-16,2021-07-15,29,11,10,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90578,11,4,2,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Allakos Inc.'],Allakos Inc.,['0001564824' '0002064010'],0001564824,['ALLK'],2025-04-15,2025-05-15,30,7,4,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-90632,63,20,8,12,True,['SC 14D9' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Inland Real Estate Income Trust, Inc.']","Inland Real Estate Income Trust, Inc.",['0001528985' '0001726993'],0001528985,['INRE'],2022-07-29,2025-04-25,1001,44,19,"['SC 14D9', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90643,19,9,7,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Principia Biopharma Inc.'],Principia Biopharma Inc.,['0001121404' '0001510487'],0001121404,[],2020-08-28,2020-09-28,31,10,9,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90649,20,6,4,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Y-mAbs Therapeutics, Inc.']","Y-mAbs Therapeutics, Inc.",['0001722964' '0002079359'],0001722964,['YMAB'],2025-08-18,2025-09-16,29,14,6,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-90651,35,15,10,5,True,"['SC 13E3' 'SC 13E3/A' 'SC 14D9' 'SC 14D9/A' 'SC TO-I' 'SC TO-I/A'
 'SC TO-T' 'SC TO-T/A']","['going_private' 'issuer_tender' 'target_recommendation'
 'third_party_tender']",mixed,['Entasis Therapeutics Holdings Inc.'],Entasis Therapeutics Holdings Inc.,['0001080014' '0001724344'],0001080014,[],2021-06-17,2022-07-08,386,20,15,"['SC 13E3', 'SC 13E3/A', 'SC 14D9', 'SC 14D9/A', 'SC TO-I', 'SC TO-I/A', 'SC TO-T', 'SC TO-T/A']",True,True,True,True,tender_offer,True,True,False,complex
005-90696,20,4,2,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['LogicBio Therapeutics, Inc.']","LogicBio Therapeutics, Inc.",['0000899866' '0001664106'],0000899866,[],2022-10-18,2022-11-16,29,16,4,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-90716,40,11,7,4,True,['SC 14D9' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Life Partners Position Holder Trust'],Life Partners Position Holder Trust,['0001692144' '0001761828'],0001692144,[],2020-10-28,2021-08-20,296,28,11,"['SC 14D9', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90741,10,8,8,0,True,['SC 14D9/A' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Synthorx, Inc.']","Synthorx, Inc.",['0001121404' '0001609727'],0001121404,[],2020-01-07,2020-01-23,16,2,8,"['SC 14D9/A', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90824,18,8,4,4,True,['SC 14D9' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Pure Acquisition Corp.'],Pure Acquisition Corp.,['0001726293' '0001735983'],0001726293,[],2020-01-21,2020-08-03,195,10,8,"['SC 14D9', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-90832,46,20,18,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['WYNDHAM HOTELS & RESORTS, INC.']","WYNDHAM HOTELS & RESORTS, INC.",['0001046311' '0001722684'],0001046311,['WH'],2023-12-12,2024-03-18,97,26,20,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90872,111,33,29,4,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['MorphoSys AG'],MorphoSys AG,['0001114448' '0001340243'],0001114448,['MPSYF'],2024-04-11,2024-08-13,124,78,33,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90933,38,17,15,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Romeo Power, Inc.']","Romeo Power, Inc.",['0001731289' '0001757932'],0001731289,[],2022-08-29,2022-10-14,46,21,17,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90978,30,10,7,3,True,['SC 13E3' 'SC 13E3/A' 'SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['going_private' 'target_recommendation' 'third_party_tender'],mixed,['NGM BIOPHARMACEUTICALS INC'],NGM BIOPHARMACEUTICALS INC,['0001347769' '0001426332'],0001347769,[],2024-03-08,2024-04-05,28,20,10,"['SC 13E3', 'SC 13E3/A', 'SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-90986,21,10,8,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Turning Point Therapeutics, Inc.']","Turning Point Therapeutics, Inc.",['0000014272' '0001595893'],0000014272,[],2022-06-17,2022-08-16,60,11,10,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-91017,11,2,0,2,False,['SC 14D9' 'SC TO-T'],['target_recommendation' 'third_party_tender'],mixed,"['Applied Therapeutics, Inc.']","Applied Therapeutics, Inc.",['0001697532' '0002102677'],0001697532,['APLT'],2025-12-29,2025-12-29,0,9,2,"['SC 14D9', 'SC TO-T']",True,False,True,True,tender_offer,True,True,False,out_of_mvp
005-91049,24,10,8,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Prevail Therapeutics Inc.'],Prevail Therapeutics Inc.,['0000059478' '0001714798'],0000059478,[],2020-12-22,2021-01-22,31,14,10,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-91053,21,8,6,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Morphic Holding, Inc.']","Morphic Holding, Inc.",['0000059478' '0001679363'],0000059478,[],2024-07-19,2024-08-16,28,13,8,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-91083,10,7,5,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Carlyle Credit Income Fund'],Carlyle Credit Income Fund,['0001517767' '0001790577'],0001517767,['CCIA' 'CCIF'],2023-07-18,2023-08-30,43,3,7,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-91126,28,13,10,3,True,['SC 13E3' 'SC 13E3/A' 'SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['going_private' 'target_recommendation' 'third_party_tender'],mixed,"['Satsuma Pharmaceuticals, Inc.']","Satsuma Pharmaceuticals, Inc.",['0001657770' '0001692830'],0001657770,[],2023-05-05,2023-06-08,34,15,13,"['SC 13E3', 'SC 13E3/A', 'SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-91132,25,8,5,3,True,['SC 14D9' 'SC 14D9/A' 'SC TO-I' 'SC TO-I/A' 'SC TO-T' 'SC TO-T/A'],['issuer_tender' 'target_recommendation' 'third_party_tender'],mixed,"['IGM Biosciences, Inc.']","IGM Biosciences, Inc.",['0001496323' '0001970065'],0001496323,['IGMS'],2024-06-20,2025-08-14,420,17,8,"['SC 14D9', 'SC 14D9/A', 'SC TO-I', 'SC TO-I/A', 'SC TO-T', 'SC TO-T/A']",True,True,True,True,tender_offer,True,True,False,simple
005-91167,34,12,10,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Viela Bio, Inc.']","Viela Bio, Inc.",['0001492426' '0001734517'],0001492426,[],2021-02-12,2021-03-15,31,23,11,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-91186,25,8,5,3,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Oyster Point Pharma, Inc.']","Oyster Point Pharma, Inc.",['0001720725' '0001792044'],0001720725,[],2022-12-01,2023-01-03,33,17,8,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-91200,18,6,4,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['89bio, Inc.']","89bio, Inc.",['0000904566' '0001785173'],0000904566,['ETNB'],2025-10-01,2025-10-30,29,12,6,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-91208,1,1,1,0,True,['SC TO-T/A'],['third_party_tender'],third_party_tender,"['Hartman Short Term Income Properties XX, Inc.']","Hartman Short Term Income Properties XX, Inc.",['0001446687' '0001659587'],0001446687,[],2020-01-07,2020-01-07,0,0,1,['SC TO-T/A'],True,False,False,True,tender_offer,True,False,False,simple
005-91241,16,7,6,1,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Woodbridge Liquidation Trust'],Woodbridge Liquidation Trust,['0001785494' '0001794661'],0001785494,['WBQNL'],2020-01-06,2020-02-05,30,9,7,"['SC 14D9', 'SC 14D9/A', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-91359,32,15,12,3,True,['SC 13E3' 'SC 13E3/A' 'SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['going_private' 'target_recommendation' 'third_party_tender'],mixed,['Wanda Sports Group Co Ltd'],Wanda Sports Group Co Ltd,['0001594326' '0001771279'],0001594326,[],2020-12-23,2021-04-09,107,17,15,"['SC 13E3', 'SC 13E3/A', 'SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-91482,6,1,1,0,True,['SC TO-T/A'],['third_party_tender'],third_party_tender,['APERTURE TECHNOLOGIES INC'],APERTURE TECHNOLOGIES INC,['0000940911' '0001415798'],0000940911,[],2020-07-16,2020-07-16,0,5,1,['SC TO-T/A'],True,False,False,True,tender_offer,True,False,False,simple
005-91521,24,9,7,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Inari Medical, Inc.']","Inari Medical, Inc.",['0000310764' '0001531048'],0000310764,['NARI'],2025-01-17,2025-02-19,33,15,9,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-91523,25,10,8,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Calliditas Therapeutics AB'],Calliditas Therapeutics AB,['0001446531' '0001795579'],0001446531,['CALT'],2024-07-18,2024-09-18,62,15,10,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-91541,22,8,6,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Forma Therapeutics Holdings, Inc.']","Forma Therapeutics Holdings, Inc.",['0000353278' '0001538927'],0000353278,[],2022-09-15,2022-10-14,29,14,8,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-91555,18,9,7,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Akouos, Inc.']","Akouos, Inc.",['0000059478' '0001722271'],0000059478,[],2022-10-31,2022-11-30,30,9,9,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-91572,1,1,0,1,False,['SC TO-T'],['third_party_tender'],third_party_tender,['E*TRADE FUTURES LLC'],E*TRADE FUTURES LLC,['0000940911' '0001415798'],0000940911,[],2020-07-15,2020-07-15,0,0,1,['SC TO-T'],True,False,False,True,tender_offer,True,False,False,out_of_mvp
